date,label,nb_visits,entry_nb_visits,exit_nb_visits
NA,api/1/datasets/58c0866fc751df72885e383e/followers/?page_size=10&lang=fr&_=1489013617157,1,0,0
NA,api/1/datasets/58c0866fc751df72885e383e/followers/?page_size=10&lang=fr&_=1489013729162,1,0,0
NA,api/1/datasets/58c0866fc751df72885e383e/followers/?page_size=10&lang=fr&_=1489013729174,1,0,0
NA,api/1/datasets/58c0866fc751df72885e383e/followers/?page_size=10&lang=fr&_=1489013824234,1,0,0
NA,api/1/datasets/58c0866fc751df72885e383e/followers/?page_size=10&lang=fr&_=1489013824246,1,0,0
NA,api/1/datasets/58c0866fc751df72885e383e/followers/?page_size=10&lang=fr&_=1489013824257,1,0,0
NA,api/1/datasets/58c0866fc751df72885e383e/followers/?page_size=10&lang=fr&_=1489013887494,1,0,0
NA,api/1/datasets/58c0866fc751df72885e383e/followers/?page_size=10&lang=fr&_=1489013887528,1,0,0
NA,api/1/datasets/58c0866fc751df72885e383e/followers/?page_size=10&lang=fr&_=1489013887540,1,0,0
NA,api/1/datasets/58c0866fc751df72885e383e/followers/?page_size=10&lang=fr&_=1489013970368,1,0,0
NA,api/1/datasets/58c0866fc751df72885e383e/followers/?page_size=10&lang=fr&_=1489014079006,1,0,0
NA,api/1/datasets/58c0866fc751df72885e383e/followers/?page_size=10&lang=fr&_=1489014079030,1,0,0
NA,api/1/datasets/58c0866fc751df72885e383e/followers/?page_size=10&lang=fr&_=1489014671717,1,0,0
NA,api/1/datasets/58c0866fc751df72885e383e/followers/?page_size=10&lang=fr&_=1489014805389,1,0,0
NA,api/1/datasets/58c0866fc751df72885e383e/followers/?page_size=10&lang=fr&_=1489014805401,1,0,0
NA,api/1/datasets/58c0866fc751df72885e383e/followers/?page_size=10&lang=fr&_=1489014805414,1,0,0
NA,api/1/datasets/58c0866fc751df72885e383e/followers/?page_size=10&lang=fr&_=1489014805426,1,0,0
NA,api/1/datasets/58c0866fc751df72885e383e/followers/?page_size=10&lang=fr&_=1489014805437,1,0,0
NA,api/1/datasets/58c0866fc751df72885e383e/followers/?page_size=10&lang=fr&_=1489015078315,1,0,0
NA,api/1/datasets/58c0866fc751df72885e383e/followers/?page_size=10&lang=fr&_=1489050808564,1,0,0
NA,api/1/datasets/58c0866fc751df72885e383e/followers/?page_size=10&lang=fr&_=1489050808582,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793458,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793471,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793479,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793480,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793487,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793509,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793516,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793519,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793520,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793522,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793525,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793526,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793528,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793532,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793536,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793543,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793551,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793558,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793605,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793608,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793612,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793617,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793622,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793628,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793632,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793646,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793649,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793652,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793659,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793705,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793710,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793718,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793731,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793735,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793740,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793750,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793757,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793761,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793781,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793785,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793790,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793801,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793806,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793812,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793825,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793830,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793835,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793847,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793851,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793856,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793871,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793877,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793881,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793895,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793900,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793905,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793925,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793934,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793938,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793950,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793954,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793960,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793975,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793979,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793985,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489158793999,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489160215333,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489160215335,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489160217569,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489160217571,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489161989038,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489161989040,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489162975737,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489163116179,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489163636883,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489163960813,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489164065605,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489164359638,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489165137568,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489169898181,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489169898183,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489170709689,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489170709691,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489181185235,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489181185236,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489181185237,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489183098159,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489183098160,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489183098161,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489188531582,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489188531583,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489188531584,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489188531585,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489190252766,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489190252767,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/?lang=fr&_=1489190252768,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/followers/?page_size=10&lang=fr&_=1489158793474,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/resources/4c90b5c6-c785-44a0-b45f-1dca144c8278/index,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/resources/776fe4be-1638-445c-9b6a-555c24f8c6b9/index,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/resources/3783d6d6-5933-4710-8670-8c856393e225/index,1,0,0
NA,api/1/datasets/58c2c63f88ee387e365cfcf1/resources/index,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1487808000000,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489360396798,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489360396799,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489360396800,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489363200043,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489363200044,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489363228497,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489366777569,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489366777570,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489366903946,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489366903947,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489367052447,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489367255873,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489396049943,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489402322292,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489415369838,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489415369846,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489415848015,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489415848016,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489416079907,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489416079910,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489416389264,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489416389265,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489416645915,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489416645916,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489416881881,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489416881884,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489417267290,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489417267291,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489417512795,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489417512796,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489417537667,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489417537668,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489417670339,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489417670342,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489417749680,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489417749681,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489417828727,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489417828728,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489418138112,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489418138113,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489418138759,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489418138760,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489418397030,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489418397031,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489419067136,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489419067137,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489419437265,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489419437266,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489419634988,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489419634989,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489421622276,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489421622277,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489422727717,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489422727718,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489422758831,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489422758832,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489422781116,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489422781117,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489422932363,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489422932364,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489423032745,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489423032746,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489423080876,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489423080877,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489423267358,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489423267359,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489423307415,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489423307416,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489424695948,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489424695949,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489425232169,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489425232170,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489426907332,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489426907333,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489426949839,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489426949840,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489427156829,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489427156830,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489428219683,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489428219684,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489428375655,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489428375656,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489428385464,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489428385465,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489428811735,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489428811736,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489428938469,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489428938470,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489430041346,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489430041347,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489431478236,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489431478237,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489432092655,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489432092656,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489432112002,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489432112003,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/?lang=fr&_=1489435348625,1,0,0
NA,api/1/datasets/58c5c631c751df65138804c3/index,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=en&_=1487808000000,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489478792698,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489479030404,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489479030411,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489479030412,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489479135591,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489479135592,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489480968450,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489480968451,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489481691690,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489481691697,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489481691698,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489482064677,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489482264886,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489482266675,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489482266676,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489483319428,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489483319435,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489483319436,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489483492147,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489483492148,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489484439644,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489484439651,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489484439652,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489484763965,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489485225596,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489485225598,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489485225603,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489485418772,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489485418773,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489485454977,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489485513128,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489485879146,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489486879994,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489486879996,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489486880001,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489488031568,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489488031570,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489488031572,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489488600634,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489488600635,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489488612200,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489488612202,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489488612204,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489488870252,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489489034530,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489489034532,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489489034534,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489489963017,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489489963318,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489489963319,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489490332085,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489490332087,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489490332089,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489490388265,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489490703829,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489490703830,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489492584484,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489494001178,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489494498276,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489494968205,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489496106718,1,0,0
NA,api/1/datasets/58c7a4f888ee382eb0a64d14/?lang=fr&_=1489496448893,1,0,0
