date,label,nb_visits,entry_nb_visits,exit_nb_visits
NA,login/?message=Vous devez être authentifié pour demander l'adhésion à une organisation&next=https:/www.data.gouv.fr/fr/organizations/rotoparc-parking-aeroport-lyon-saint-exupery,1,0,1
NA,login/?message=Vous devez être authentifié pour demander l'adhésion à une organisation&next=https:/www.data.gouv.fr/fr/organizations/siplec,1,0,0
NA,login/?message=Vous devez être authentifié pour demander l'adhésion à une organisation&next=https:/www.data.gouv.fr/fr/organizations/tirage-net-1,1,0,0
NA,login/?message=Vous devez être authentifié pour demander l'adhésion à une organisation&next=https:/www.data.gouv.fr/fr/organizations/ufc-que-choisir,1,0,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=http:/www.data.gouv.fr/fr/datasets/api-des-rendez-vous-disponibles-pour-realiser-son-passeport-sur-ville-de-paris-20eme-du-01-01-16-au-31-01-16/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=http:/www.data.gouv.fr/fr/datasets/barometre-du-numerique-2007-2016/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=http:/www.data.gouv.fr/fr/datasets/base-officielle-des-codes-postaux/index,1,0,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=http:/www.data.gouv.fr/fr/datasets/decoupage-administratif-communal-francais-issu-d-openstreetmap/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=http:/www.data.gouv.fr/fr/datasets/document-durbanisme-des-loges-margueron/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=http:/www.data.gouv.fr/fr/datasets/effectifs-par-entreprise-relevant-de-l-ape-ventilles-par-secteurs-d-activites-en-etp/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=http:/www.data.gouv.fr/fr/datasets/elections-presidentielles-1965-2012-1/index,1,0,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=http:/www.data.gouv.fr/fr/datasets/electricite-consommation-production-co2-et-echanges/index,1,0,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=http:/www.data.gouv.fr/fr/datasets/immeubles-proteges-au-titre-des-monuments-historiques/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=http:/www.data.gouv.fr/fr/datasets/le-prix-de-limmobilier-dans-la-seine-et-marne-77/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=http:/www.data.gouv.fr/fr/datasets/liste-des-marches-publics-2014/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=http:/www.data.gouv.fr/fr/datasets/logements-sociaux-finances-a-paris-prs/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=http:/www.data.gouv.fr/fr/datasets/panorama-des-grands-projets-si-de-letat-1/index,1,0,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=http:/www.data.gouv.fr/fr/datasets/prix-et-indices-de-prix/index,1,0,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=http:/www.data.gouv.fr/fr/datasets/recensement-de-la-population-base-de-donnees-de-chiffres-cles-logement-40535148/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=http:/www.data.gouv.fr/fr/datasets/taxe-sur-la-valeur-ajoutee-les-declarations-nationales/index,1,0,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=http:/www.data.gouv.fr/fr/reuses/anecdotes-autours-des-prenoms/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/55a7b55a88ee385ea1c62751/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/55f18efb88ee3865dca46eca/index,1,0,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/55f2831788ee383ebca46ed5/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/58ca4bd8c751df1f37735459/index,1,0,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/557f1b26c751df62871d4c0e/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/2013-acquisitions-de-la-nationalite-francaise-selon-la-nationalite/index,1,1,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/5763fa3988ee381c47ab6517/index,1,0,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/55812b5dc751df598a1d4c00/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/56603e88c751df6a9daad374/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/58419c3fc751df5979c0bb7e/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/5849516ac751df3082c0bb7f/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/achat-immobilier-les-prix-de-limmobilier-ville-par-ville/index,1,0,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/action-exterieure-des-collectivites-territoriales-dans-les-six-zones-geographiques-ameriques-caraibes-afrique-ocean-indien-asie-oceanie-europe-et-proche-et-moyen-orient-mars-2017/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/aires-geographiques-des-aoc-aop/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/assemblage-des-feuilles-du-cadastre-napoleonien-en-bretagne/index,1,0,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/avis-et-conseils-de-la-cada/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/base-de-donnees-patrimoine-gourmand-d-ile-de-france-idf/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/base-des-diagnostics-de-performance-energetique-dpe/index,1,1,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/beneficiaires-de-la-cmu-de-base-par-departement-2007-2011-idf/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/cadastre-mtn/index,1,1,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/cartographie-des-bases-de-donnees-publiques-en-sante/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/certificat-administratif-2015/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/chiffres-departementaux-mensuels-relatifs-aux-crimes-et-delits-enregistres-par-les-services-de-police-et-de-gendarmerie-depuis-janvier-1996/index,1,1,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/code-insee-des-communes-etant-dans-une-metropole-francaise/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/comptage-vehicules-particuliers-mtn/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/connaitre-le-potentiel-radon-de-ma-commune/index,1,0,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/contours-des-arrondissements-francais-issus-d-openstreetmap/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/contours-geographiques-des-academies/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/correspondants-informatique-et-libertes-cil/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/data-insee-sur-les-communes/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/dce-bassin-loire-bretagne-etat-ecologique-etat-biologique-invertebres-benthiques/index,1,0,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/decoupage-administratif-communal-francais-issu-d-openstreetmap/index,1,1,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/depenses-d-assurance-maladie-hors-prestations-hospitalieres-donnees-nationales/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/elections-legislatives-1958-2012/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/elections-municipales-2014-candidatures-listes-detaillees-dans-les-communes-de-1-000-habitants-et-pl/index,1,1,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/elections-presidentielles-1965-2012-1/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/etablissements-d-accueil-hebergement-readaptation-et-services-idf/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/fiches-signaletiques-des-points-geodesiques-et-des-reperes-de-nivellement/index,1,0,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/fichier-fantoir-des-voies-et-lieux-dits/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/fondations-reconnues-d-utilite-publique/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/friches-urbaines-dans-le-haut-rhin/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/immeubles-proteges-au-titre-des-monuments-historiques/index,1,0,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/indicateurs-de-resultat-des-lycees-d-enseignement-general-et-technologique-2012-idf/index,1,1,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/jorf-les-donnees-de-l-edition-lois-et-decrets-du-journal-officiel/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/l-evolution-de-la-depense-interieure-d-education-00000000/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/le-prix-de-limmobilier-a-pau/index,1,0,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/legi-codes-lois-et-reglements-consolides/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/lieux-de-tournage-de-films-long-metrage-prs/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/liste-des-boites-aux-lettres-de-rue-france-metropolitaine-et-dom-1/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/liste-des-demarches-concernees-par-le-principe-silence-vaut-accord/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/liste-des-maires-au-25-avril-2014/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/liste-des-objets-mobiliers-propriete-publique-classes-au-titre-des-monuments-historiques/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/liste-des-points-d-accueil-de-la-gendarmerie-nationale-avec-geolocalisation/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/liste-et-localisation-des-sgami/index,1,1,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/listes-des-communes-geolocalisees-par-regions-departements-circonscriptions-nd/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/loi-de-finances-initiale-pour-2017-lfi-2017/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/marche-du-travail/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/observatoire-des-prix-et-des-marges-de-la-grande-distribution/index,1,1,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/occupation-du-sol-1995-2005/index,1,0,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/parrainages-des-candidats-a-lelection-presidentielle-francaise-de-2017/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/perimetre-de-protection-de-monument-historique/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/population/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/pprl-de-la-baie-de-bourgneuf-enjeux-surfaciques-du-plan-de-prevention-des-risques-naturels-previsibles-littoraux-vendee/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/prix-et-indices-de-prix/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/procedure-durbanisme-de-plan-local-durbanisme-plu-plan-doccupation-des-sols-pos-et-carte-communale-cc-1/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/produits-alimentaires-ingredients-nutrition-labels/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/recensement-des-equipements-sportifs-espaces-et-sites-de-pratiques/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/recensements-agricoles-par-communes-cors/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/registre-parcellaire-graphique-2011-contours-des-ilots-culturaux-et-leur-groupe-de-cultures-majorita/index,1,1,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/resultats-et-participation-a-l-election-presidentielle-2012-nd/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/selection-thematique-elections-regionales-2015/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/service-public-fr-guide-vos-droits-et-demarches-professionnels-entreprises/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/villes-sous-videosurveillance/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/zonages-des-plu-du-gers/index,1,0,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/zone-d-aide-a-finalite-regionale-afr-30382903/index,1,0,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/datasets/zones-vulnerables-a-la-polution-par-les-nitrates-dorigine-agricoles-isere/index,1,1,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/reuses/50-1-dis-moi-ou-tu-habites-je-te-dirai-pour-qui-tu-votes/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/reuses/anecdotes-autours-des-prenoms/index,1,1,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/reuses/api-javascript-de-recherche-par-codes-postaux/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/reuses/bano-base-dadresses-nationale-ouverte/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/reuses/carte-de-localisation-des-aeroports/index,1,1,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/reuses/carte-des-bornes-de-recharge-pour-vehicules-electriques/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/reuses/carte-interactive-de-la-couverture-4g-3g-2g-par-commune-et-par-operateur/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/reuses/carte-interactive-des-antennes-radioelectriques/index,1,0,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/reuses/carte-interactive-des-debits-et-de-leligibilite-a-internet-par-commune/index,1,0,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/reuses/cartographie-des-organismes-ayant-declares-un-cil/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/reuses/datafrance-plateforme-de-visualisation-open-data/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/reuses/geoallo-pharmacie-garde/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/reuses/guide-vos-droits-et-demarches-particuliers/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/reuses/les-chiffres-de-limmobilier-par-departement/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/reuses/les-forets-et-parcelles-publiques-gerees-par-lonf/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/reuses/remonterletemps-ign-fr/index,1,0,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/reuses/rpg-2009-visualisation-en-ligne/index,1,1,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/reuses/rpg-2010-visualisation-en-ligne/index,1,1,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/reuses/serrurier-de-france/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/reuses/tous-les-elus-qui-administrent-les-villes/index,1,0,0
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/reuses/utiliser-les-donnees-de-la-table-ciqual-pour-mieux-manger/index,1,0,1
NA,login/?message=Vous devez être authentifié pour démarrer une discussion.&next=https:/www.data.gouv.fr/fr/reuses/visualisation-des-photos-aeriennes-anciennes/index,1,0,1
NA,login/?message=Vous devez être authentifié pour soumettre un commentaire.&next=https:/www.data.gouv.fr/fr/datasets/extraction-du-fichier-national-des-etablissements-sanitaires-et-sociaux-finess-par-etablissements/index,1,1,1
NA,login/?message=Vous devez être authentifié pour soumettre un commentaire.&next=https:/www.data.gouv.fr/fr/datasets/finess-extraction-du-fichier-des-etablissements/index,1,1,0
NA,login/?message=Vous devez être authentifié pour soumettre un commentaire.&next=https:/www.data.gouv.fr/fr/datasets/liste-publique-des-organismes-de-formation-l-6351-7-1-du-code-du-travail/index,1,0,0
NA,login/?message=Vous devez être authentifié pour soumettre une nouvelle anomalie.&next=http:/www.data.gouv.fr/fr/datasets/agreste-cartographie-des-donnees-du-recensement-agricole/index,1,0,0
NA,login/?message=Vous devez être authentifié pour soumettre une nouvelle anomalie.&next=http:/www.data.gouv.fr/fr/datasets/attribution-des-subventions-mtn/index,1,1,1
NA,login/?message=Vous devez être authentifié pour soumettre une nouvelle anomalie.&next=http:/www.data.gouv.fr/fr/datasets/les-crimes-et-delits-enregistres-par-la-police-nationa-1/index,1,0,0
NA,login/?message=Vous devez être authentifié pour soumettre une nouvelle anomalie.&next=http:/www.data.gouv.fr/fr/datasets/zones-inondables-du-departement-du-doubs/index,1,0,0
NA,login/?message=Vous devez être authentifié pour soumettre une nouvelle anomalie.&next=https:/www.data.gouv.fr/fr/datasets/58b937d0c751df29edb63200/index,1,0,0
NA,login/?message=Vous devez être authentifié pour soumettre une nouvelle anomalie.&next=https:/www.data.gouv.fr/fr/datasets/ambassades-etrangeres-en-france/index,1,1,0
NA,login/?message=Vous devez être authentifié pour soumettre une nouvelle anomalie.&next=https:/www.data.gouv.fr/fr/datasets/aquitaine-srce-donnees-geolocalisees-produites-par-le-sig-du-schema-regional-de-coherence-ecologique-srce-de-la-region-daquitaine-adopte-le-24-decembre-2015/index,1,0,0
NA,login/?message=Vous devez être authentifié pour soumettre une nouvelle anomalie.&next=https:/www.data.gouv.fr/fr/datasets/base-communale-des-zones-d-emploi-30378374/index,1,0,0
NA,login/?message=Vous devez être authentifié pour soumettre une nouvelle anomalie.&next=https:/www.data.gouv.fr/fr/datasets/base-de-donnees-publique-des-medicaments-veterinaires-autorises-en-france-1/index,1,0,0
NA,login/?message=Vous devez être authentifié pour soumettre une nouvelle anomalie.&next=https:/www.data.gouv.fr/fr/datasets/base-documentaire-regionale-politiques-de-la-region-de-1986-a-2010-op/index,1,0,0
NA,login/?message=Vous devez être authentifié pour soumettre une nouvelle anomalie.&next=https:/www.data.gouv.fr/fr/datasets/base-officielle-des-codes-postaux/index,1,0,0
NA,login/?message=Vous devez être authentifié pour soumettre une nouvelle anomalie.&next=https:/www.data.gouv.fr/fr/datasets/carte-des-bibliotheques-d-ile-de-france-idf/index,1,0,0
NA,login/?message=Vous devez être authentifié pour soumettre une nouvelle anomalie.&next=https:/www.data.gouv.fr/fr/datasets/filaire-des-voies-mtn/index,1,0,0
NA,login/?message=Vous devez être authentifié pour soumettre une nouvelle anomalie.&next=https:/www.data.gouv.fr/fr/datasets/guide-des-quartiers-et-des-communes-de-france/index,1,1,0
NA,login/?message=Vous devez être authentifié pour soumettre une nouvelle anomalie.&next=https:/www.data.gouv.fr/fr/datasets/liste-publique-des-organismes-de-formation-l-6351-7-1-du-code-du-travail/index,1,0,1
NA,login/?message=Vous devez être authentifié pour soumettre une nouvelle anomalie.&next=https:/www.data.gouv.fr/fr/datasets/meilleur-opticien-en-ligne/index,1,1,0
NA,login/?message=Vous devez être authentifié pour soumettre une nouvelle anomalie.&next=https:/www.data.gouv.fr/fr/datasets/regularite-tgv-a-l-arrivee-sncf/index,1,0,0
NA,login/?message=Vous devez être authentifié pour soumettre une nouvelle anomalie.&next=https:/www.data.gouv.fr/fr/datasets/series-regionales-et-departementales-sur-les-offres-et-demandes-d-emploi-30378417/index,1,0,0
NA,login/?message=Vous devez être authentifié pour soumettre une nouvelle anomalie.&next=https:/www.data.gouv.fr/fr/datasets/tensions-par-metier-sur-le-marche-du-travail-ratio-qui-rapporte-le-flux-des-offres-d-emploi-30378580/index,1,0,0
NA,login/?message=Vous devez être authentifié pour soumettre une nouvelle anomalie.&next=https:/www.data.gouv.fr/fr/datasets/valeurs-immobilieres-economiques-et-financieres-de-1800-a-2010/index,1,1,0
NA,login/?message=Vous devez être authentifié pour soumettre une nouvelle anomalie.&next=https:/www.data.gouv.fr/fr/reuses/carte-des-600-films-tournes-a-paris/index,1,0,0
NA,login/?message=Vous devez être authentifié pour vous abonner&next=http:/www.data.gouv.fr/fr/datasets/58b9774c88ee3824533614cb/index,1,0,0
NA,login/?message=Vous devez être authentifié pour vous abonner&next=http:/www.data.gouv.fr/fr/datasets/15077-evolution-du-nombre-de-dossiers-transmis-a-lofii/index,1,1,1
NA,login/?message=Vous devez être authentifié pour vous abonner&next=http:/www.data.gouv.fr/fr/datasets/aides-a-la-presse-classement-des-titres-de-presse-aides/index,1,1,1
NA,login/?message=Vous devez être authentifié pour vous abonner&next=http:/www.data.gouv.fr/fr/datasets/annuaire-des-associations/index,1,0,0
NA,login/?message=Vous devez être authentifié pour vous abonner&next=http:/www.data.gouv.fr/fr/datasets/artisans-nombre-d-entreprises-chiffre-d-affaires-et-valeur-ajoutee/index,1,1,1
NA,login/?message=Vous devez être authentifié pour vous abonner&next=http:/www.data.gouv.fr/fr/datasets/ban-base-adresse-nationale/index,1,0,0
NA,login/?message=Vous devez être authentifié pour vous abonner&next=http:/www.data.gouv.fr/fr/datasets/bodacc/index,1,0,0
NA,login/?message=Vous devez être authentifié pour vous abonner&next=http:/www.data.gouv.fr/fr/datasets/connaitre-le-potentiel-radon-de-ma-commune/index,1,0,0
NA,login/?message=Vous devez être authentifié pour vous abonner&next=http:/www.data.gouv.fr/fr/datasets/consommation-de-tabac/index,1,0,0
NA,login/?message=Vous devez être authentifié pour vous abonner&next=http:/www.data.gouv.fr/fr/datasets/contenu-des-reportages-photographiques-et-audiovisuels-de-l-inrap-576208/index,1,0,0
NA,login/?message=Vous devez être authentifié pour vous abonner&next=http:/www.data.gouv.fr/fr/datasets/decoupage-administratif-communal-francais-issu-d-openstreetmap/index,1,0,0
NA,login/?message=Vous devez être authentifié pour vous abonner&next=http:/www.data.gouv.fr/fr/datasets/donnees-de-consommation-delectricite-des-ministeres/index,1,0,0
NA,login/?message=Vous devez être authentifié pour vous abonner&next=http:/www.data.gouv.fr/fr/datasets/donnees-ouvertes-du-catalogue-des-produits-phytopharmaceutiques-adjuvants-matieres-fertilisantes-et-support-de-culture-produits-mixtes-et-melanges-e-phy/index,1,0,0
NA,login/?message=Vous devez être authentifié pour vous abonner&next=http:/www.data.gouv.fr/fr/datasets/elections-departementales-2015-resultats-tour-1-1/index,1,0,0
NA,login/?message=Vous devez être authentifié pour vous abonner&next=http:/www.data.gouv.fr/fr/datasets/faits-constates-par-index-par-departement-et-par-annee/index,1,0,0
NA,login/?message=Vous devez être authentifié pour vous abonner&next=http:/www.data.gouv.fr/fr/datasets/fichier-des-prenoms-edition-2016/index,1,0,0
NA,login/?message=Vous devez être authentifié pour vous abonner&next=http:/www.data.gouv.fr/fr/datasets/foyers-allocataires-percevant-le-revenu-de-solidarite-active-rsa-niveau-national/index,1,0,0
NA,login/?message=Vous devez être authentifié pour vous abonner&next=http:/www.data.gouv.fr/fr/datasets/geolocalisation-des-etablissements-du-reseau-d-enseignement-de-l-aefe-30382449/index,1,0,0
