date,nb_uniq_visitors,nb_users,nb_visits,nb_actions,nb_visits_converted,bounce_count,sum_visit_length,max_actions,bounce_rate,nb_actions_per_visit,avg_time_on_site
2015-09-18,133,0,149,650,8,54,31588,38,36,4.4,212
2015-09-19,19,0,20,42,2,13,1019,12,65,2.1,51
2015-09-20,16,0,17,51,2,7,1729,10,41,3,102
2015-09-21,126,0,166,712,18,64,39292,30,39,4.3,237
2015-09-22,156,0,194,844,13,63,49030,49,32,4.4,253
2015-09-23,142,0,180,710,12,60,37022,26,33,3.9,206
2015-09-24,135,0,169,714,9,52,49460,19,31,4.2,293
2015-09-25,132,0,158,701,12,48,36795,31,30,4.4,233
2015-09-26,18,0,21,61,1,14,1735,22,67,2.9,83
2015-09-27,46,0,50,170,3,25,5746,14,50,3.4,115
2015-09-28,152,0,168,786,13,52,47071,25,31,4.7,280
2015-09-29,150,0,181,840,10,54,60858,50,30,4.6,336
2015-09-30,144,0,169,698,14,51,37181,20,30,4.1,220
2015-10-01,117,0,137,597,8,43,39864,41,31,4.4,291
2015-10-02,102,0,123,555,11,39,25172,29,32,4.5,205
2015-10-03,21,0,27,84,0,13,4226,13,48,3.1,157
2015-10-04,23,0,26,128,0,8,3218,17,31,4.9,124
2015-10-05,122,0,146,767,11,52,48145,43,36,5.3,330
2015-10-06,165,0,185,835,21,52,42578,52,28,4.5,230
2015-10-07,144,0,162,768,13,53,42918,29,33,4.7,265
2015-10-08,170,0,199,958,13,65,59609,42,33,4.8,300
2015-10-09,146,0,174,887,13,53,49376,36,30,5.1,284
2015-10-10,32,0,35,153,3,12,5731,17,34,4.4,164
2015-10-11,25,0,28,87,2,13,5803,18,46,3.1,207
2015-10-12,181,0,210,890,14,83,38123,25,40,4.2,182
2015-10-13,136,0,150,608,13,46,32776,19,31,4.1,219
2015-10-14,169,0,204,975,24,67,46520,29,33,4.8,228
2015-10-15,152,0,181,864,9,52,44640,23,29,4.8,247
2015-10-16,142,0,169,807,13,53,49626,36,31,4.8,294
2015-10-17,35,0,40,143,1,15,4978,23,38,3.6,124
2015-10-18,33,0,35,101,2,20,6975,13,57,2.9,199
2015-10-19,147,0,174,715,6,64,46762,25,37,4.1,269
2015-10-20,146,0,173,844,15,53,40049,45,31,4.9,231
2015-10-21,170,0,199,814,16,77,45975,29,39,4.1,231
2015-10-22,118,0,134,694,15,43,39890,38,32,5.2,298
2015-10-23,164,0,181,634,8,72,32789,18,40,3.5,181
2015-10-24,42,0,51,222,7,26,10571,23,51,4.4,207
2015-10-25,44,0,49,223,8,13,8396,19,27,4.6,171
2015-10-26,153,0,182,932,8,46,58028,38,25,5.1,319
2015-10-27,162,0,204,956,9,56,55670,46,27,4.7,273
2015-10-28,127,0,155,783,12,44,49611,24,28,5.1,320
2015-10-29,117,0,137,550,12,50,24778,40,36,4,181
2015-10-30,123,0,139,521,6,52,21548,17,37,3.7,155
2015-10-31,36,0,43,138,4,17,5539,19,40,3.2,129
2015-11-01,39,0,46,183,3,15,10150,12,33,4,221
2015-11-02,140,0,171,726,17,49,33682,31,29,4.2,197
2015-11-03,188,0,219,831,16,67,37091,32,31,3.8,169
2015-11-04,180,0,212,1003,17,60,57522,33,28,4.7,271
2015-11-05,154,0,198,840,19,62,52295,55,31,4.2,264
2015-11-06,155,0,177,748,13,61,35198,22,34,4.2,199
2015-11-07,33,0,37,126,1,11,3425,12,30,3.4,93
2015-11-08,59,0,65,163,4,38,5491,15,58,2.5,84
2015-11-09,133,0,167,593,9,75,49543,23,45,3.6,297
2015-11-10,136,0,172,697,15,56,43835,31,33,4.1,255
2015-11-11,43,0,47,192,5,18,6237,26,38,4.1,133
2015-11-12,144,0,180,666,10,63,38230,24,35,3.7,212
2015-11-13,154,0,190,1051,12,56,54403,36,29,5.5,286
2015-11-14,35,0,37,134,2,16,5816,11,43,3.6,157
2015-11-15,27,0,31,123,2,10,6505,12,32,4,210
2015-11-16,133,0,161,725,12,52,31604,40,32,4.5,196
2015-11-17,126,0,150,609,5,48,32243,33,32,4.1,215
2015-11-18,146,0,184,827,12,62,53170,34,34,4.5,289
2015-11-19,156,0,182,951,17,57,56953,44,31,5.2,313
2015-11-20,178,0,207,870,20,82,52246,32,40,4.2,252
2015-11-21,29,0,32,140,1,13,2718,17,41,4.4,85
2015-11-22,33,0,37,163,2,14,6680,16,38,4.4,181
2015-11-23,151,0,174,804,10,54,38779,27,31,4.6,223
2015-11-24,142,0,169,646,9,59,39853,23,35,3.8,236
2015-11-25,176,0,200,1008,16,58,47612,50,29,5,238
2015-11-26,170,0,203,965,17,65,61356,36,32,4.8,302
2015-11-27,175,0,229,1065,15,74,68579,36,32,4.7,299
2015-11-28,42,0,50,257,8,16,12777,17,32,5.1,256
2015-11-29,31,0,34,114,2,10,3644,10,29,3.4,107
2015-11-30,166,0,205,992,19,65,61459,66,32,4.8,300
2015-12-01,202,0,247,1107,23,76,58902,28,31,4.5,238
2015-12-02,175,0,205,770,14,59,40554,32,29,3.8,198
2015-12-03,180,0,219,1005,17,70,54917,22,32,4.6,251
2015-12-04,158,0,195,741,10,59,44880,22,30,3.8,230
2015-12-05,24,0,27,190,3,9,6980,30,33,7,259
2015-12-06,31,0,38,141,0,15,8294,17,39,3.7,218
2015-12-07,186,0,220,1015,15,59,75425,28,27,4.6,343
2015-12-08,163,0,199,995,5,62,60521,43,31,5,304
2015-12-09,194,0,223,1068,20,64,43736,108,29,4.8,196
2015-12-10,219,0,262,1075,16,87,70269,32,33,4.1,268
2015-12-11,160,0,186,803,11,60,48945,35,32,4.3,263
2015-12-12,33,0,45,134,2,18,6589,10,40,3,146
2015-12-13,29,0,38,102,4,14,5133,9,37,2.7,135
2015-12-14,154,0,192,838,13,63,40756,57,33,4.4,212
2015-12-15,166,0,192,808,10,50,47604,26,26,4.2,248
2015-12-16,109,0,121,460,11,39,24483,23,32,3.8,202
2015-12-17,117,0,138,526,9,48,28519,21,35,3.8,207
2015-12-18,82,0,98,384,6,32,17238,27,33,3.9,176
2015-12-19,34,0,37,151,6,17,8585,20,46,4.1,232
2015-12-20,31,0,40,163,4,15,9536,18,38,4.1,238
2015-12-21,123,0,147,650,10,51,43882,23,35,4.4,299
2015-12-22,111,0,128,557,11,40,25298,23,31,4.4,198
2015-12-23,81,0,97,444,10,34,25041,36,35,4.6,258
2015-12-24,50,0,55,230,3,21,9846,23,38,4.2,179
2015-12-25,22,0,27,93,0,6,4085,11,22,3.4,151
2015-12-26,23,0,25,72,0,12,6976,16,48,2.9,279
2015-12-27,29,0,33,122,7,12,3298,19,36,3.7,100
2015-12-28,59,0,71,250,6,26,14873,17,37,3.5,209
2015-12-29,77,0,93,505,9,24,34021,27,26,5.4,366
2015-12-30,60,0,71,267,3,22,18501,26,31,3.8,261
2015-12-31,44,0,51,287,7,14,25431,41,27,5.6,499
2016-01-01,15,0,16,77,5,3,2938,11,19,4.8,184
2016-01-02,35,0,38,85,0,22,3097,8,58,2.2,82
2016-01-03,31,0,33,89,1,11,1875,7,33,2.7,57
2016-01-04,160,0,205,904,18,67,37514,34,33,4.4,183
2016-01-05,149,0,166,649,13,61,25805,27,37,3.9,155
2016-01-06,157,0,189,747,11,62,41539,24,33,4,220
2016-01-07,132,0,163,762,13,59,55017,36,36,4.7,338
2016-01-08,150,0,175,832,10,56,52191,36,32,4.8,298
2016-01-09,33,0,43,150,1,14,7898,13,33,3.5,184
2016-01-10,25,0,35,170,3,9,10466,19,26,4.9,299
2016-01-11,179,0,212,1055,15,68,63732,103,32,5,301
2016-01-12,201,0,238,1030,16,77,60658,27,32,4.3,255
2016-01-13,160,0,185,883,18,55,49331,38,30,4.8,267
2016-01-14,175,0,206,814,12,68,39021,37,33,4,189
2016-01-15,137,0,164,613,15,53,25656,30,32,3.7,156
2016-01-16,44,0,48,162,3,17,12451,17,35,3.4,259
2016-01-17,37,0,40,194,3,16,8322,24,40,4.9,208
2016-01-18,163,0,205,934,12,62,63034,29,30,4.6,307
2016-01-19,155,0,194,812,15,61,52228,20,31,4.2,269
2016-01-20,164,0,197,1069,17,61,61015,137,31,5.4,310
2016-01-21,186,0,228,953,14,75,51525,34,33,4.2,226
2016-01-22,150,0,178,700,11,48,46356,18,27,3.9,260
2016-01-23,50,0,59,259,6,24,13309,35,41,4.4,226
2016-01-24,25,0,28,101,2,14,3300,21,50,3.6,118
2016-01-25,153,0,190,758,10,61,47541,30,32,4,250
2016-01-26,218,0,247,1102,15,87,84820,39,35,4.5,343
2016-01-27,167,0,211,809,8,75,41862,32,36,3.8,198
2016-01-28,177,0,218,968,19,57,70088,29,26,4.4,322
2016-01-29,174,0,203,913,17,54,57630,30,27,4.5,284
2016-01-30,44,0,49,216,8,14,11526,28,29,4.4,235
2016-01-31,37,0,37,132,1,10,4667,13,27,3.6,126
2016-02-01,227,0,260,1235,13,91,86017,50,35,4.8,331
2016-02-02,201,0,246,1170,19,68,81549,35,28,4.8,332
2016-02-03,200,0,232,1061,16,69,67140,35,30,4.6,289
2016-02-04,152,0,196,803,10,66,51527,32,34,4.1,263
2016-02-05,166,0,214,889,15,77,56173,32,36,4.2,262
2016-02-06,31,0,34,134,6,10,6432,16,29,3.9,189
2016-02-07,34,0,42,135,4,17,5273,15,40,3.2,126
2016-02-08,194,0,240,930,10,84,61477,25,35,3.9,256
2016-02-09,188,0,216,1211,15,45,80047,46,21,5.6,371
2016-02-10,187,0,221,1017,18,61,75301,38,28,4.6,341
2016-02-11,172,0,203,822,12,69,46567,38,34,4,229
2016-02-12,170,0,187,817,18,46,40494,36,25,4.4,217
2016-02-13,39,0,49,186,3,18,7364,25,37,3.8,150
2016-02-14,42,0,57,207,11,24,11987,28,42,3.6,210
2016-02-15,179,0,219,825,11,86,57211,56,39,3.8,261
2016-02-16,166,0,197,820,5,72,49589,40,37,4.2,252
2016-02-17,179,0,220,945,11,77,71542,43,35,4.3,325
2016-02-18,192,0,244,1060,9,80,56530,43,33,4.3,232
2016-02-19,158,0,194,948,13,55,69859,47,28,4.9,360
2016-02-20,48,0,64,226,5,26,11681,15,41,3.5,183
2016-02-21,32,0,37,131,3,15,9830,25,41,3.5,266
2016-02-22,196,0,231,1006,14,66,56440,34,29,4.4,244
2016-02-23,182,0,221,953,14,78,64822,19,35,4.3,293
2016-02-24,215,0,267,1270,19,79,95897,38,30,4.8,359
2016-02-25,163,0,204,748,10,66,42932,46,32,3.7,210
2016-02-26,169,0,196,651,11,77,28396,39,39,3.3,145
2016-02-27,46,0,57,216,2,23,14647,20,40,3.8,257
2016-02-28,77,0,90,304,6,34,9273,21,38,3.4,103
2016-02-29,195,0,231,939,13,79,64772,34,34,4.1,280
2016-03-01,223,0,263,1139,22,80,67708,34,30,4.3,257
2016-03-02,207,0,254,1068,15,76,72021,23,30,4.2,284
2016-03-03,185,0,226,860,18,67,44325,21,30,3.8,196
2016-03-04,178,0,220,1010,14,64,61571,39,29,4.6,280
2016-03-05,45,0,52,231,4,17,17800,17,33,4.4,342
2016-03-06,43,0,50,154,2,23,10694,30,46,3.1,214
2016-03-07,188,0,237,1224,12,57,80006,43,24,5.2,338
2016-03-08,209,0,243,1098,14,66,62243,55,27,4.5,256
2016-03-09,213,0,261,1136,14,91,78810,29,35,4.4,302
2016-03-10,172,0,207,856,13,66,40321,23,32,4.1,195
2016-03-11,160,0,205,775,14,74,41957,42,36,3.8,205
2016-03-12,38,0,49,132,3,25,4728,14,51,2.7,96
2016-03-13,38,0,41,147,5,12,3470,17,29,3.6,85
2016-03-14,145,0,179,746,10,55,49032,31,31,4.2,274
2016-03-15,184,0,227,983,18,89,65612,54,39,4.3,289
2016-03-16,177,0,200,734,17,71,43125,28,36,3.7,216
2016-03-17,449,0,499,1731,23,216,77936,40,43,3.5,156
2016-03-18,294,0,336,1116,14,162,65833,44,48,3.3,196
2016-03-19,241,0,258,529,8,184,12438,21,71,2.1,48
2016-03-20,119,0,123,289,1,84,10284,17,68,2.3,84
2016-03-21,314,0,350,1047,18,184,58679,33,53,3,168
2016-03-22,212,0,248,907,10,102,51628,37,41,3.7,208
2016-03-23,241,0,306,1223,17,133,77748,46,43,4,254
2016-03-24,207,0,253,995,17,101,53418,26,40,3.9,211
2016-03-25,183,0,223,811,14,81,44769,29,36,3.6,201
2016-03-26,34,0,40,154,2,18,4607,32,45,3.9,115
2016-03-27,38,0,39,127,1,20,8087,19,51,3.3,207
2016-03-28,44,0,51,203,5,22,9966,45,43,4,195
2016-03-29,191,0,240,938,12,82,63616,20,34,3.9,265
2016-03-30,189,0,228,1113,15,75,69802,45,33,4.9,306
2016-03-31,210,0,241,885,8,89,55851,22,37,3.7,232
2016-04-01,179,0,214,872,18,74,69085,37,35,4.1,323
2016-04-02,34,0,38,155,6,16,8709,26,42,4.1,229
2016-04-03,35,0,38,146,3,16,5423,22,42,3.8,143
2016-04-04,183,0,230,878,13,85,68521,48,37,3.8,298
2016-04-05,207,0,256,983,12,98,39705,28,38,3.8,155
2016-04-06,222,0,252,961,20,90,65352,27,36,3.8,259
2016-04-07,202,0,246,1129,17,86,76871,60,35,4.6,312
2016-04-08,194,0,235,937,8,83,58823,31,35,4,250
2016-04-09,28,0,34,121,4,14,8253,17,41,3.6,243
2016-04-10,29,0,36,118,2,20,7058,16,56,3.3,196
2016-04-11,166,0,204,732,8,78,40868,27,38,3.6,200
2016-04-12,162,0,199,903,16,68,65821,58,34,4.5,331
2016-04-13,195,0,236,969,8,75,54659,34,32,4.1,232
2016-04-14,179,0,211,893,14,73,47581,29,35,4.2,226
2016-04-15,164,0,190,683,16,63,38932,23,33,3.6,205
2016-04-16,35,0,42,140,3,17,8885,18,40,3.3,212
2016-04-17,49,0,59,164,1,37,5145,20,63,2.8,87
